id,car_name,car_brand,car_tag,price,new_price,complexOutlook,firstCert,odograph,allPower,carBelong,range,isDome,wheelBase,drivingMode
116199110,极氪001 2021款 长续航双电机 WE版,极氪,极氪001,295800,305017,99成新,2022-01,900公里,400kW,苏州(苏),526km,1,3005,双电机四驱
116247486,特斯拉 Model Y 2021款 标准续航后驱版,特斯拉,Model Y,298300,316783,99成新,2022-01,200公里,220kW,郑州(豫),525km,0,2890,后置后驱
115811364,零跑汽车 零跑T03 2020款 400豪华版,零跑汽车,零跑T03,66800,82278,9成新,2020-06,2.1万公里,55kW,石家庄(冀),403km,0,2400,前置前驱
115763730,理想汽车 理想ONE 2020款 增程6座版,理想,理想ONE,276800,356034,8成新,2021-01,3.7万公里,240kW,杭州(浙),180km,1,2935,双电机四驱
115846895,奇瑞蚂蚁 2020款 高能pro版,奇瑞,奇瑞蚂蚁,124000,184312,9成新,2020-11,4.4万公里,130kW,南京(苏),510km,1,2830,后置后驱
116495307,特斯拉 Model Y 2021款 标准续航后驱版,特斯拉,Model Y,292800,316783,9成新,2021-12,0.3万公里,220kW,常州(苏),525km,0,2890,后置后驱
116370839,特斯拉 Model 3 2020款 标准续航后驱升级版,特斯拉,Model 3,228000,316740,8成新,2020-06,2.3万公里,202kW,温州(浙),445km,0,2875,后置后驱
115670696,特斯拉 Model Y 2021款 长续航全轮驱动版 3D7,特斯拉,Model Y,328500,377635,8成新,2021-06,1.1万公里,331kW,潍坊(鲁),594km,0,2890,双电机四驱
116315190,五菱汽车 宏光MINI EV 2020款 自在款 磷酸铁锂,五菱,宏光MINI EV,30500,35603,99成新,2022-02,100公里,20kW,呼和浩特(蒙),120km,1,1940,后置后驱
116509055,比亚迪 汉 2020款 EV 四驱高性能版旗舰型,比亚迪,汉,227800,308816,9成新,2021-02,1.0万公里,363kW,郑州(豫),550km,1,2920,双电机四驱
116389909,Polestar极星 Polestar 2 2020款 首发版,Polestar,Polestar 2,238000,453726,9成新,2021-08,0.7万公里,300kW,重庆(渝),500km,0,2735,双电机四驱
115662214,思皓E20X 2020款 不凡版,思皓,思皓E20X,98800,149794,9成新,2021-01,1.3万公里,92kW,温州(浙),402km,1,2490,前置前驱
115971328,宝马i3 2015款 时尚型(进口),宝马,宝马i3,102600,452423,8成新,2016-09,4.3万公里,125kW,郑州(豫),185km,0,2570,后置后驱
116379730,长安欧尚 长安之星9新能源 2019款 EV260厢式运输车标准型,长安欧尚,长安之星9新能源,65000,143064,8成新,2021-02,3.0万公里,55kW,厦门(闽),245km,1,2800,中置后驱
116292676,比亚迪 元Pro 2021款401KM 尊贵型,比亚迪,元Pro,92200,115928,9成新,2021-09,0.7万公里,100kW,成都(川),401km,1,2535,前置前驱
116374856,广汽埃安 AION Y 2021款 70 智领活力版,广汽埃安,AION Y,118800,136660,9成新,2021-09,1.6万公里,135kW,佛山(粤),500km,1,2750,前置前驱
116520178,五菱汽车 宏光MINI EV 2020款 悦享款 磷酸铁锂,五菱,宏光MINI EV,33000,42116,9成新,2021-02,1.4万公里,20kW,合肥(皖),170km,1,1940,后置后驱
116436634,奇瑞 小蚂蚁 2021款 20万蚁粉款 才气版 三元锂 408km,奇瑞,小蚂蚁,67500,82387,9成新,2021-09,0.6万公里,30kW,延安(陕),408km,1,2150,后置后驱
116298739,蔚来ES6 2020款 600KM 运动版,蔚来,蔚来ES6,260000,451555,9成新,2021-03,1.5万公里,320kW,佛山(粤),600km,1,2900,双电机四驱
116314484,广汽集团 广汽ix4 2018款 领先版,广汽集团,广汽ix4,68300,233158,9成新,2018-12,3.4万公里,132kW,洛阳(豫),270km,1,2640,前置前驱
116300097,奇瑞eQ1 2019款 小蚂蚁 4座智享版 35kWh,奇瑞,奇瑞eQ1,52000,75765,8成新,2019-11,2.3万公里,30kW,鄂尔多斯(蒙),301km,1,2150,后置后驱
116325766,小鹏汽车G3 2020款 520长续航 悦享版,小鹏汽车,小鹏汽车G3,113800,173458,8成新,2019-09,5.2万公里,145kW,北京(京),520km,1,2625,前置前驱
116171099,五菱汽车 宏光MINI EV 2020款 悦享款 磷酸铁锂,五菱,宏光MINI EV,33800,42116,8成新,2021-07,0.4万公里,20kW,深圳(粤),170km,1,1940,后置后驱
116362428,小鹏汽车P7 2020款 670N,小鹏汽车,小鹏汽车P7,203800,295573,8成新,2020-10,2.6万公里,196kW,石家庄(冀),656km,1,2998,后置后驱
116470384,特斯拉 Model 3 2020款 标准续航后驱升级版,特斯拉,Model 3,204900,316740,8成新,2020-11,6.1万公里,202kW,广州(粤),445km,0,2875,后置后驱
116159789,特斯拉 Model 3 2020款 标准续航后驱升级版,特斯拉,Model 3,213800,316740,9成新,2020-08,2.4万公里,202kW,常州(苏),445km,0,2875,后置后驱
116324862,小鹏汽车G3 2019款 尊享版,小鹏汽车,小鹏汽车G3,105000,216876,8成新,2019-05,6.1万公里,145kW,东莞(粤),365km,1,2610,前置前驱
116496403,特斯拉 Model 3 2022款 后轮驱动版,特斯拉,Model 3,263800,289538,99成新,2022-02,100公里,202kW,临沂(鲁),-,0,2875,后置后驱
116341489,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,216600,292751,9成新,2020-10,1.8万公里,202kW,成都(川),468km,0,2875,后置后驱
116316102,五菱汽车 宏光MINI EV 2020款 自在款 磷酸铁锂,五菱,宏光MINI EV,30500,35603,99成新,2022-02,100公里,20kW,呼和浩特(蒙),120km,1,1940,后置后驱
116149361,荣威 科莱威CLEVER 2021款 302km全能版,荣威,科莱威CLEVER,38000,49930,9成新,2021-04,1.6万公里,37kW,重庆(渝),302km,1,2000,前置前驱
115563066,大众 ID.6 CROZZ 2021款 长续航PRO版,大众,ID.6 CROZZ,226700,303714,9成新,2021-08,0.7万公里,150kW,德州(鲁),565km,0,2965,后置后驱
115974567,奇瑞eQ1 2018款 小蚂蚁400 智享版 4座,奇瑞,奇瑞eQ1,44500,71423,8成新,2019-06,1.6万公里,30kW,柳州(桂),301km,1,2150,后置后驱
116175439,宝骏E200 2019款 250KM 智享版,宝骏,宝骏E200,42500,70338,9成新,2019-12,0.7万公里,29kW,南宁(桂),250km,1,1600,前置前驱
116532676,特斯拉 Model Y 2022款 后轮驱动版,特斯拉,Model Y,300000,327638,95成新,2022-02,100公里,202kW,宁波(浙),-,0,2890,后置后驱
116513717,五菱汽车 宏光MINI EV 2020款 悦享款 磷酸铁锂,五菱,宏光MINI EV,36500,42116,9成新,2021-01,0.5万公里,20kW,连云港(苏),170km,1,1940,后置后驱
116145349,零跑汽车 零跑T03 2020款 400豪华版,零跑汽车,零跑T03,63000,82278,8成新,2020-07,2.1万公里,55kW,重庆(渝),403km,0,2400,前置前驱
116364631,五菱汽车 宏光MINI EV 2021款 马卡龙时尚款 磷酸铁锂,五菱,宏光MINI EV,39000,40813,9成新,2022-01,0.1万公里,20kW,青岛(鲁),120km,1,1940,后置后驱
115942681,R汽车 MARVEL R 2021款 后驱PRO版,R汽车,MARVEL R,193800,260295,9成新,2021-11,700公里,137kW,深圳(粤),505km,1,2800,后置后驱
116293187,小鹏汽车G3 2021款 G3i 460G,小鹏汽车,小鹏汽车G3,141800,162603,99成新,2021-11,100公里,145kW,郑州(豫),460km,1,2625,前置前驱
116367508,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,240000,292751,9成新,2020-10,2.2万公里,202kW,福州(闽),468km,0,2875,后置后驱
116419310,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,215800,292751,8成新,2020-12,2.1万公里,202kW,杭州(浙),468km,0,2875,后置后驱
116389187,五菱汽车 宏光MINI EV 2020款 自在款 磷酸铁锂,五菱,宏光MINI EV,30900,35603,9成新,2021-08,0.7万公里,20kW,呼和浩特(蒙),120km,1,1940,后置后驱
116159901,特斯拉 Model 3 2020款 标准续航后驱升级版,特斯拉,Model 3,215000,316740,9成新,2020-07,0.3万公里,202kW,深圳(粤),445km,0,2875,后置后驱
115659533,奇瑞eQ1 2018款 智享版 4座,奇瑞,奇瑞eQ1,39800,177908,7成新,2018-03,3.8万公里,30kW,南宁(桂),151km,1,2150,后置后驱
115943205,理想汽车 理想ONE 2021款 增程6座版,理想,理想ONE,316800,366888,95成新,2021-08,0.5万公里,245kW,成都(川),188km,1,2935,双电机四驱
115793902,宝骏E100 2017款 智行版,宝骏,宝骏E100,23800,101925,8成新,2018-05,2.6万公里,29kW,柳州(桂),155km,1,1600,前置前驱
116136919,比亚迪e3 2021款 升级版 高续航版 豪华型,比亚迪,比亚迪e3,89500,143064,8成新,2021-01,3.8万公里,70kW,成都(川),405km,1,2610,前置前驱
116278566,奇瑞 小蚂蚁 2021款 15万蚁粉款 蚁潮版 三元锂,奇瑞,小蚂蚁,57800,72509,95成新,2021-06,0.6万公里,30kW,周口(豫),301km,1,2150,后置后驱
116463736,蔚来ES8 2018款 创始版,蔚来,蔚来ES8,275000,594837,8成新,2018-12,7.1万公里,480kW,杭州(浙),355km,1,3010,双电机四驱
115705191,五菱汽车 宏光MINI EV 2020款 轻松款 磷酸铁锂,五菱,宏光MINI EV,33000,31261,95成新,2021-06,0.2万公里,20kW,唐山(冀),120km,1,1940,后置后驱
116316373,特斯拉 Model 3 2020款 标准续航后驱升级版,特斯拉,Model 3,215800,316740,9成新,2020-06,1.8万公里,202kW,上海(沪),445km,0,2875,后置后驱
116517892,特斯拉 Model Y 2022款 后轮驱动版,特斯拉,Model Y,306000,327638,99成新,2022-02,100公里,202kW,金华(浙),-,0,2890,后置后驱
115801713,欧拉白猫 2020款 360km 豪华型,欧拉,欧拉白猫,77000,86620,9成新,2020-07,2.1万公里,35kW,南宁(桂),360km,1,2490,前置前驱
115846762,北汽新能源 EC系列 2017款 EC180 灵秀版,北汽新能源,EC系列,23600,171287,7成新,2017-11,5.8万公里,30kW,潍坊(鲁),156km,1,2360,前置前驱
116509160,知豆D2 2017款 D2 乐享版,知豆,知豆D2,19800,164774,8成新,2018-06,1.7万公里,15kW,南通(苏),155km,1,1765,前置前驱
116200653,奇瑞eQ1 2019款 小蚂蚁 4座智享版 35kWh,奇瑞,奇瑞eQ1,55800,75765,8成新,2019-10,4.3万公里,30kW,上海(沪),301km,1,2150,后置后驱
116293083,小鹏汽车P7 2020款 670N,小鹏汽车,小鹏汽车P7,233800,295573,9成新,2021-05,1.3万公里,196kW,重庆(渝),656km,1,2998,后置后驱
116275051,奔腾NAT 2021款 网约版,奔腾,奔腾NAT,103000,164774,99成新,2022-01,100公里,100kW,石家庄(冀),419km,1,2850,前置前驱
116541620,华晨新日i03 2021款 标准型,华晨新日,华晨新日i03,65800,82278,99成新,2021-12,500公里,45kW,无锡(苏),410km,1,2185,前置前驱
115798118,奇瑞eQ1 2019款 小蚂蚁 4座智享版 35kWh,奇瑞,奇瑞eQ1,53800,75765,9成新,2019-12,0.6万公里,30kW,东莞(粤),301km,1,2150,后置后驱
116464899,合创Z03 2021款 潮玩版,HYCAN合创,合创Z03,127800,144150,99成新,2022-01,0.2万公里,135kW,台州(浙),-,0,2750,前置前驱
116557062,广汽新能源 Aion S 埃安 2020款 魅 580,广汽埃安,Aion S 埃安,128800,159347,9成新,2021-10,2.7万公里,135kW,上海(沪),460km,1,2750,前置前驱
115870739,启辰D60新能源 2019款 高续航尊享版,启辰,启辰D60新能源,88000,194082,8成新,2019-10,2.7万公里,120kW,杭州(浙),481km,1,2700,前置前驱
116535865,欧拉好猫 2021款 500km长续航 波塞冬版 三元锂,欧拉,欧拉好猫,128500,156199,9成新,2021-06,1.0万公里,105kW,石家庄(冀),501km,1,2650,前置前驱
116352502,大众 ID.4 CROZZ 2021款 长续航PRO两驱版,大众,ID.4 CROZZ,200000,260404,99成新,2022-01,200公里,150kW,西安(陕),550km,0,2765,后置后驱
116492522,比亚迪 秦PLUS 2021款 EV 600KM 旗舰型,比亚迪,秦PLUS,140800,184312,99成新,2021-07,0.6万公里,135kW,郑州(豫),600km,1,2718,前置前驱
116324668,奔驰EQC 2021款 EQC 400 4MATIC,奔驰,奔驰EQC,366000,629355,9成新,2021-05,0.3万公里,300kW,上海(沪),415km,0,2873,双电机四驱
116557166,欧拉好猫 2021款 400km标准续航 雅典娜版 三元锂,欧拉,欧拉好猫,111000,134489,9成新,2021-04,1.5万公里,105kW,成都(川),401km,1,2650,前置前驱
116339689,欧拉黑猫 2021款 351km 标准型,欧拉,欧拉黑猫,67500,80107,9成新,2021-03,0.8万公里,35kW,廊坊(冀),351km,1,2475,前置前驱
116514857,小鹏汽车P7 2022款 670N+,小鹏汽车,小鹏汽车P7,250000,299372,95成新,2022-02,100公里,196kW,武汉(鄂),670km,0,2998,后置后驱
116558786,理想汽车 理想ONE 2020款 增程6座版,理想,理想ONE,275000,356034,8成新,2020-12,4.3万公里,240kW,盐城(苏),180km,1,2935,双电机四驱
116322354,比亚迪 秦PLUS 2021款 EV 600KM 旗舰型,比亚迪,秦PLUS,139800,184312,9成新,2021-07,1.2万公里,135kW,德州(鲁),600km,1,2718,前置前驱
116497777,小鹏汽车G3 2019款 尊享版,小鹏汽车,小鹏汽车G3,105000,216876,8成新,2019-05,5.6万公里,145kW,北京(京),365km,1,2610,前置前驱
116200002,小鹏汽车P7 2020款 670N,小鹏汽车,小鹏汽车P7,253000,295573,8成新,2021-09,0.8万公里,196kW,达州(川),656km,1,2998,后置后驱
116413377,小鹏汽车P7 2020款 670N,小鹏汽车,小鹏汽车P7,216000,295573,9成新,2020-11,1.8万公里,196kW,郑州(豫),656km,1,2998,后置后驱
116195929,SERES赛力斯 赛力斯SF5 2020款 四驱高性能运动版,SERES赛力斯,赛力斯SF5,152000,302846,9成新,2020-04,4.0万公里,510kW,重庆(渝),150km,1,2875,双电机四驱
116177756,比亚迪 秦新能源 2018款 秦EV450 智联锋尚型,比亚迪,秦新能源,83000,272073,8成新,2018-12,4.7万公里,160kW,长沙(湘),400km,1,2670,前置前驱
116495463,比亚迪 秦PLUS 2021款 EV 500KM 豪华型,比亚迪,秦PLUS,125800,155005,9成新,2021-07,1.4万公里,100kW,广州(粤),500km,1,2718,前置前驱
116392067,五菱汽车 宏光MINI EV 2020款 悦享款 磷酸铁锂,五菱,宏光MINI EV,38500,42116,95成新,2022-02,100公里,20kW,西安(陕),170km,1,1940,后置后驱
115845787,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,227000,292751,9成新,2021-06,1.1万公里,202kW,台州(浙),468km,0,2875,后置后驱
116395690,大众 高尔夫·纯电 2020款 驰,大众,高尔夫·纯电,90000,160323,8成新,2020-12,2.5万公里,100kW,深圳(粤),270km,0,2631,前置前驱
116447224,广汽新能源 Aion LX(埃安LX) 2020款 80D 智臻版,广汽埃安,Aion LX(埃安LX),226000,300241,9成新,2021-12,1.2万公里,300kW,深圳(粤),600km,1,2920,双电机四驱
116395940,新宝骏 宝骏E300 2020款 Plus 星际智趣版,宝骏,宝骏E300,60000,84449,8成新,2020-11,5.5万公里,40kW,深圳(粤),305km,1,2020,后置后驱
116492017,比亚迪 宋PLUS新能源 2021款 EV 旗舰型,比亚迪,宋PLUS新能源,172000,208193,9成新,2021-07,2.5万公里,135kW,南宁(桂),505km,1,2765,前置前驱
116208445,广汽埃安 AION Y 2021款 80 悦享科技版,广汽埃安,AION Y,135800,161300,9成新,2021-11,0.4万公里,135kW,东莞(粤),600km,1,2750,前置前驱
116440627,奥迪e-tron 2019款 55 quattro 时尚型,奥迪,奥迪e-tron,330000,752013,8成新,2020-07,6.5万公里,300kW,菏泽(鲁),470km,0,2928,双电机四驱
115738837,欧拉黑猫 2019款 351km 亲子版,欧拉,欧拉黑猫,66000,80107,8成新,2020-04,2.2万公里,35kW,唐山(冀),351km,1,2475,前置前驱
116244106,特斯拉 Model 3 2019款 长续航后驱版(进口),特斯拉,Model 3,225500,456982,7成新,2019-04,5.9万公里,220kW,成都(川),664km,0,2875,后置后驱
115877971,红旗E-QM5 2021款 充电 旗享版,红旗,红旗E-QM5,158000,260295,9成新,2021-12,100公里,100kW,常州(苏),431km,1,2990,前置前驱
116143803,宝马i3 2018款 豪华型(进口),宝马,宝马i3,139800,368842,8成新,2019-04,4.2万公里,125kW,长沙(湘),271km,0,2570,后置后驱
115815588,特斯拉 Model 3 2021款 Performance高性能全轮驱动版 3D6,特斯拉,Model 3,320000,368951,9成新,2021-07,1.1万公里,357kW,苏州(苏),605km,0,2875,双电机四驱
116248830,欧拉iQ 2019款 出行版,欧拉,欧拉iQ,76800,130256,9成新,2020-09,0.7万公里,120kW,武汉(鄂),401km,1,2650,前置前驱
116345033,大众 ID.6 X 2021款 Pro 极智长续航版,大众,ID.6 X,227300,302724,99成新,2022-01,0.8万公里,150kW,合肥(皖),588km,0,2965,后置后驱
116019821,特斯拉 Model 3 2021款 标准续航后驱升级版 3D6,特斯拉,Model 3,258800,273256,99成新,2022-01,100公里,220kW,常州(苏),468km,0,2875,后置后驱
116508680,长安 奔奔EV 2018款 EV260 标准型,长安,奔奔EV,38800,134381,7成新,2018-03,4.4万公里,55kW,北京(京),251km,1,2410,前置前驱
115845115,北汽新能源 EX系列 2018款 EX360 新尚版,北汽新能源,EX系列,48000,101925,8成新,2018-05,5.9万公里,80kW,唐山(冀),318km,1,2519,前置前驱
116292919,比亚迪 汉 2020款 EV 超长续航版尊贵型,比亚迪,汉,227000,283090,9成新,2021-06,0.7万公里,163kW,长沙(湘),605km,1,2920,前置前驱
115794009,欧拉好猫 2021款 500km长续航 波塞冬版 三元锂,欧拉,欧拉好猫,127800,156199,9成新,2021-03,1.2万公里,105kW,邯郸(冀),501km,1,2650,前置前驱
116293430,欧拉黑猫 2021款 351km 标准型,欧拉,欧拉黑猫,72000,80107,8成新,2021-01,1.3万公里,35kW,深圳(粤),351km,1,2475,前置前驱
116346832,特斯拉 Model 3 2021款 标准续航后驱升级版,特斯拉,Model 3,218800,289538,8成新,2021-04,3.1万公里,202kW,广州(粤),468km,0,2875,后置后驱
116194436,比亚迪 元新能源 2018款 EV360 智联炫酷型,比亚迪,元新能源,61400,101925,8成新,2018-12,6.5万公里,70kW,宁波(浙),305km,1,2535,前置前驱
115845512,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,232000,292751,95成新,2021-06,0.6万公里,202kW,台州(浙),468km,0,2875,后置后驱
116349895,奇瑞 小蚂蚁 2021款 15万蚁粉款 蚁炫版 磷酸铁锂,奇瑞,小蚂蚁,60000,80107,9成新,2020-11,1.3万公里,30kW,焦作(豫),301km,1,2150,后置后驱
115912416,比亚迪e3 2020款 400出行版,比亚迪,比亚迪e3,92800,178885,9成新,2020-05,1.3万公里,100kW,广州(粤),405km,1,2610,前置前驱
116223144,特斯拉 Model Y 2021款 标准续航后驱版,特斯拉,Model Y,293000,316783,99成新,2022-01,100公里,220kW,常州(苏),525km,0,2890,后置后驱
116460706,比亚迪 汉 2020款 EV 超长续航版豪华型,比亚迪,汉,196800,254868,9成新,2021-03,3.4万公里,163kW,重庆(渝),605km,1,2920,前置前驱
116320723,特斯拉 Model 3 2020款 改款 长续航后轮驱动版,特斯拉,Model 3,249800,336387,9成新,2020-12,1.2万公里,202kW,西安(陕),668km,0,2875,后置后驱
115933824,五菱汽车 宏光MINI EV 2020款 悦享款 磷酸铁锂,五菱,宏光MINI EV,36700,42116,99成新,2021-12,200公里,20kW,郑州(豫),170km,1,1940,后置后驱
115911056,五菱汽车 宏光MINI EV 2020款 自在款 三元锂,五菱,宏光MINI EV,31800,35603,95成新,2020-07,1.3万公里,20kW,银川(宁),120km,1,1940,后置后驱
116122096,朋克汽车 朋克多多 2021款 乐多多,朋克汽车,朋克多多,26100,34517,9成新,2021-09,0.3万公里,29kW,保定(冀),-,1,2275,前置前驱
116547310,小鹏汽车P5 2021款 600P,小鹏汽车,小鹏汽车P5,215000,248898,9成新,2022-01,0.2万公里,155kW,郑州(豫),-,1,2768,前置前驱
116303794,北汽新能源 EC系列 2017款 EC180 灵动版,北汽新能源,EC系列,23500,164774,6成新,2017-08,5.4万公里,30kW,济宁(鲁),156km,1,2360,前置前驱
115761570,比亚迪 秦PLUS 2021款 EV 500KM 豪华型,比亚迪,秦PLUS,126800,155005,8成新,2021-08,2.3万公里,100kW,深圳(粤),500km,1,2718,前置前驱
116374216,特斯拉 Model Y 2021款 标准续航后驱版,特斯拉,Model Y,294100,316783,9成新,2022-01,800公里,220kW,昆明(云),525km,0,2890,后置后驱
115745886,大众 高尔夫·纯电 2020款 驰,大众,高尔夫·纯电,90000,160323,9成新,2020-12,2.5万公里,100kW,深圳(粤),270km,0,2631,前置前驱
115778028,特斯拉 Model 3 2019款 长续航全轮驱动版(进口),特斯拉,Model 3,248800,477498,8成新,2020-01,1.6万公里,258kW,上海(沪),590km,0,2875,双电机四驱
116370486,理想汽车 理想ONE 2020款 增程6座版,理想,理想ONE,275000,356034,8成新,2020-04,3.8万公里,240kW,沧州(冀),180km,1,2935,双电机四驱
116249348,五菱汽车 宏光MINI EV 2020款 自在款 磷酸铁锂,五菱,宏光MINI EV,31800,35603,99成新,2022-02,100公里,20kW,苏州(苏),120km,1,1940,后置后驱
116392084,特斯拉 Model 3 2021款 标准续航后驱升级版,特斯拉,Model 3,239800,289538,9成新,2021-03,1.1万公里,202kW,上海(沪),468km,0,2875,后置后驱
116533339,特斯拉 Model Y 2022款 后轮驱动版,特斯拉,Model Y,299900,327638,99成新,2022-02,100公里,202kW,嘉兴(浙),-,0,2890,后置后驱
116557428,特斯拉 Model 3 2020款 改款 标准续航后驱升级版,特斯拉,Model 3,219800,292751,9成新,2020-11,0.5万公里,202kW,上海(沪),468km,0,2875,后置后驱
115740016,小鹏汽车P7 2022款 670E+,小鹏汽车,小鹏汽车P7,258000,310227,99成新,2022-01,100公里,196kW,成都(川),670km,1,2998,后置后驱
116496185,奇瑞蚂蚁 2020款 高能pro版,奇瑞,奇瑞蚂蚁,132000,184312,95成新,2021-12,0.8万公里,130kW,襄阳(鄂),510km,1,2830,后置后驱
115168930,五菱汽车 宏光MINI EV 2020款 轻松款 三元锂,五菱,宏光MINI EV,29800,31261,9成新,2021-11,200公里,20kW,包头(蒙),120km,1,1940,后置后驱
116483369,大众 高尔夫·纯电 2020款 驰,大众,高尔夫·纯电,89800,160323,9成新,2020-10,2.6万公里,100kW,杭州(浙),270km,0,2631,前置前驱
116141813,大众 ID.6 X 2021款 Pure 纯净版,大众,ID.6 X,196000,260391,99成新,2022-01,500公里,132kW,唐山(冀),436km,0,2965,后置后驱
116492578,比亚迪 元新能源 2019款 EV360 智联悦享型,比亚迪,元新能源,76800,119184,9成新,2021-01,1.5万公里,70kW,深圳(粤),305km,1,2535,前置前驱
116251000,众泰 芝麻 2018款 eZ 翼行版,众泰,芝麻,21800,119184,8成新,2018-06,2.0万公里,35kW,济宁(鲁),210km,1,1765,前置前驱
115793489,小鹏汽车G3 2020款 520i 尊享版,小鹏汽车,小鹏汽车G3,139000,216876,9成新,2020-09,2.2万公里,145kW,东莞(粤),520km,1,2625,前置前驱
116193409,广汽埃安 Aion V(埃安V) 2021款 PLUS 90 超长续航版,广汽埃安,Aion V(埃安V),198000,260078,9成新,2021-12,0.5万公里,200kW,上海(沪),-,1,2830,前置前驱
116388172,特斯拉 Model Y 2022款 后轮驱动版,特斯拉,Model Y,294700,327638,99成新,2022-02,100公里,202kW,重庆(渝),-,0,2890,后置后驱
116508068,哪吒汽车U 2020款 400 U享,哪吒汽车,哪吒汽车U,116800,191911,95成新,2021-05,0.2万公里,150kW,济宁(鲁),400km,1,2770,前置前驱
115915281,大众 ID.6 X 2021款 Pro 极智长续航版,大众,ID.6 X,229800,302724,99成新,2022-01,600公里,150kW,河源(粤),588km,0,2965,后置后驱
116129225,比亚迪S2 2019款 耀·舒适型,比亚迪,比亚迪S2,65000,108329,8成新,2019-11,3.2万公里,70kW,保定(冀),305km,1,2535,前置前驱
116429683,奇瑞eQ1 2018款 智享251km版 4座,奇瑞,奇瑞eQ1,38000,130147,8成新,2018-07,4.0万公里,30kW,宣城(皖),251km,1,2150,后置后驱
116317806,特斯拉 Model Y 2021款 长续航全轮驱动版,特斯拉,Model Y,312000,377635,9成新,2021-04,0.8万公里,317kW,长沙(湘),594km,0,2890,双电机四驱
116202966,理想汽车 理想ONE 2020款 增程6座版,理想,理想ONE,293000,356034,9成新,2021-06,1.7万公里,240kW,呼和浩特(蒙),180km,1,2935,双电机四驱
116394106,大众 ID.4 CROZZ 2021款 长续航PRO两驱版,大众,ID.4 CROZZ,199000,260404,9成新,2021-04,1.2万公里,150kW,成都(川),550km,0,2765,后置后驱
116144646,五菱汽车 宏光MINI EV 2021款 马卡龙臻享款 磷酸铁锂,五菱,宏光MINI EV,39800,47326,9成新,2021-05,0.5万公里,20kW,武汉(鄂),170km,1,1940,后置后驱
116203398,特斯拉 Model Y 2022款 后轮驱动版,特斯拉,Model Y,308000,327638,99成新,2022-02,100公里,202kW,南通(苏),-,0,2890,后置后驱
116293734,比亚迪 汉 2020款 EV 超长续航版豪华型,比亚迪,汉,225800,254868,9成新,2021-11,0.2万公里,163kW,南京(苏),605km,1,2920,前置前驱
116221969,红旗E-HS9 2021款 旗·领 四座版,红旗,红旗E-HS9,576000,792176,95成新,2021-09,0.8万公里,405kW,石家庄(冀),510km,1,3110,双电机四驱
116250596,小鹏汽车P7 2020款 706G,小鹏汽车,小鹏汽车P7,221200,276686,8成新,2020-11,1.2万公里,196kW,杭州(浙),706km,1,2998,后置后驱
116246696,理想汽车 理想ONE 2021款 增程6座版,理想,理想ONE,324000,366888,9成新,2021-07,1.0万公里,245kW,郑州(豫),188km,1,2935,双电机四驱
116390692,吉利汽车 帝豪GSe 2018款 臻尚型,吉利,帝豪GSe,73800,147406,7成新,2018-09,3.4万公里,120kW,石家庄(冀),353km,1,2700,前置前驱
116492094,欧拉好猫GT 2022款 木兰版 480km长续航 标准版,欧拉,欧拉好猫GT,145000,146538,9成新,2021-12,0.5万公里,126kW,成都(川),480km,1,2650,前置前驱
115901811,五菱汽车 宏光MINI EV 2021款 马卡龙时尚款 磷酸铁锂,五菱,宏光MINI EV,39800,40813,95成新,2022-01,400公里,20kW,绵阳(川),120km,1,1940,后置后驱
115986914,欧拉黑猫 2021款 351km 标准型,欧拉,欧拉黑猫,63500,80107,9成新,2021-02,2.4万公里,35kW,南京(苏),351km,1,2475,前置前驱
116169401,特斯拉MODEL S 2017款 Model S 75D,特斯拉,特斯拉MODEL S,395800,793478,8成新,2018-04,6.2万公里,386kW,合肥(皖),469km,0,2960,双电机四驱
116294931,荣威 科莱威CLEVER 2021款 302km卓越版,荣威,科莱威CLEVER,36800,48845,9成新,2021-08,0.7万公里,37kW,成都(川),302km,1,2000,前置前驱
116544842,五菱汽车 宏光MINI EV 2020款 自在款 磷酸铁锂,五菱,宏光MINI EV,28800,35603,9成新,2021-01,0.9万公里,20kW,聊城(鲁),120km,1,1940,后置后驱
116243396,零跑汽车 零跑T03 2021款 400轻享版 三元锂,零跑汽车,零跑T03,63900,64911,99成新,2022-01,100公里,55kW,杭州(浙),403km,1,2400,前置前驱
116300479,零跑汽车 零跑T03 2021款 400舒享版,零跑汽车,零跑T03,61000,75765,9成新,2021-12,0.3万公里,55kW,深圳(粤),403km,1,2400,前置前驱
116121910,特斯拉 Model Y 2021款 标准续航后驱版,特斯拉,Model Y,289800,316783,99成新,2022-01,600公里,220kW,郑州(豫),525km,0,2890,后置后驱
116542187,思皓E20X 2020款 心声版,思皓,思皓E20X,83800,138940,99成新,2021-11,0.2万公里,92kW,聊城(鲁),402km,1,2490,前置前驱
116507574,零跑汽车 零跑S01 2019款 380 Pro,零跑汽车,零跑S01,88800,151857,9成新,2021-06,2.8万公里,125kW,宁波(浙),300km,1,2500,前置前驱
